state,timestamp,leading_candidate_name,trailing_candidate_name,leading_candidate_votes,trailing_candidate_votes,leading_candidate_party,trailing_candidate_party,vote_differential,votes_remaining,new_votes,new_votes_relevant,new_votes_formatted,leading_candidate_partition,trailing_candidate_partition,precincts_reporting,precincts_total,hurdle,hurdle_change,hurdle_mov_avg,counties_partition,total_votes_count
House-AZ-6,2022-11-13 21:20:18.555000,Juan Ciscomani,Kirsten Engel,155639,154182,GOP,DEM,1457,41831,581,581,    581,0.5645438898450947,0.4354561101549053,218,251,0.5174153140015778,0.0011227552917787431,0.5541358439811701,{},309821
House-AZ-6,2022-11-13 02:08:06.256000,Juan Ciscomani,Kirsten Engel,155311,153929,GOP,DEM,1382,42412,12802,12802," 12,802",0.44047805030463993,0.5595219496953601,217,251,0.5162925587097991,-0.010023230763885116,0.5595219496953601,{},309240
House-AZ-6,2022-11-12 16:40:03.243000,Juan Ciscomani,Kirsten Engel,149672,146766,GOP,DEM,2906,55214,0,0,      0,0,0,208,251,0.5263157894736842,-0.4736842105263158,,{},296438
House-CA-3,2022-11-16 02:07:51.751000,Kevin Kiley,Kermit Jones,97102,86841,GOP,DEM,10261,138121,5220,5220,"  5,220",0.5199233716475096,0.48007662835249043,449,787,0.5371449670940697,0.0020782381051551724,0.49041973726369753,{},183943
House-CA-3,2022-11-15 23:43:12.042000,Kevin Kiley,Kermit Jones,94388,84335,GOP,DEM,10053,143341,531,531,    531,0.480225988700565,0.519774011299435,437,787,0.5350667289889145,5.6442067206341484e-05,0.49561868078960036,{},178723
House-CA-3,2022-11-15 23:22:52.618000,Kevin Kiley,Kermit Jones,94133,84059,GOP,DEM,10074,143872,7025,7025,"  7,025",0.522135231316726,0.47786476868327404,435,787,0.5350102869217082,0.0026604058770220984,0.4943170286178202,{},178192
House-CA-3,2022-11-15 22:24:17.988000,Kevin Kiley,Kermit Jones,90465,80702,GOP,DEM,9763,150897,66,66,     66,0.8636363636363636,0.13636363636363635,418,787,0.5323498810446861,0.00017312250120193884,0.5351714386709084,{},171167
House-CA-3,2022-11-15 02:08:13.840000,Kevin Kiley,Kermit Jones,90408,80693,GOP,DEM,9715,150963,2763,2763,"  2,763",0.45530220774520447,0.5446977922547955,418,787,0.5321767585434841,-0.00022504726685379506,0.5446977922547955,{},171101
House-CA-3,2022-11-12 16:40:03.243000,Kevin Kiley,Kermit Jones,89150,79188,GOP,DEM,9962,153726,0,0,      0,0,0,413,787,0.5324018058103379,-0.4675981941896621,,{},168338
House-CA-6,2022-11-15 23:22:52.618000,Ami Bera,Tamika Hamilton,68907,52943,DEM,GOP,15964,59235,27686,27686," 27,686",0.5783789640973778,0.4216210359026223,208,309,0.634751413860049,0.06788609937908352,0.4216210359026223,{},121850
House-CA-6,2022-11-12 16:40:03.243000,Ami Bera,Tamika Hamilton,52894,41270,DEM,GOP,11624,86921,0,0,      0,0,0,161,309,0.5668653144809654,-0.43313468551903456,,{},94164
House-CA-9,2022-11-12 16:40:03.243000,Josh Harder,Tom Patti,44513,34595,DEM,GOP,9918,89074,0,0,      0,0,0,393,393,0.5556728113703213,-0.4443271886296787,,{},79108
House-CA-13,2022-11-16 02:07:51.751000,Adam Gray,John Duarte,54881,54533,DEM,GOP,348,21669,7769,7769,"  7,769",0.4734200025743339,0.5265799974256661,414,496,0.5080299044718262,-0.004895566008505381,0.4928666666666667,{},109414
House-CA-13,2022-11-15 03:32:09.496000,Adam Gray,John Duarte,51203,50442,DEM,GOP,761,29438,22335,22335," 22,335",0.5189164987687487,0.4810835012312514,389,496,0.5129254704803315,0.013736704134939215,0.4810835012312514,{},101645
House-CA-13,2022-11-12 16:40:03.243000,John Duarte,Adam Gray,39697,39613,GOP,DEM,84,51773,0,0,      0,0,0,303,496,0.5008112336546077,-0.49918876634539233,,{},79310
House-CA-15,2022-11-12 16:40:03.243000,Kevin Mullin,David Canepa,65447,50650,DEM,DEM,14797,90141,0,0,      0,0,0,168,299,0.5820769683052107,-0.4179230316947893,,{},116097
House-CA-21,2022-11-16 02:07:51.751000,Jim Costa,Michael Maher,55017,44671,DEM,GOP,10346,22763,16376,16376," 16,376",0.599352711284807,0.40064728871519295,408,501,0.7272547555243157,0.13665458689456023,0.41870170887146807,{},99688
House-CA-21,2022-11-15 03:32:09.496000,Jim Costa,Michael Maher,45202,38110,DEM,GOP,7092,39139,1355,1355,"  1,355",0.36309963099630993,0.6369003690036901,383,501,0.5906001686297555,-0.0015492856103788144,0.6369003690036901,{},83312
House-CA-21,2022-11-12 16:40:03.243000,Jim Costa,Michael Maher,44710,37247,DEM,GOP,7463,40494,0,0,      0,0,0,377,501,0.5921494542401343,-0.4078505457598657,,{},81957
House-CA-22,2022-11-16 02:07:51.751000,David Valadao,Rudy Salas,34295,31452,GOP,DEM,2843,40119,8219,8219,"  8,219",0.48704221924808366,0.5129577807519163,342,550,0.5354320895336374,0.0038213485017370985,0.501887606514939,{},65747
House-CA-22,2022-11-15 22:24:17.988000,David Valadao,Rudy Salas,30292,27236,GOP,DEM,3056,48338,171,171,    171,0.47953216374269003,0.52046783625731,299,550,0.5316107410319003,3.928006589404287e-05,0.41539923954372626,{},57528
House-CA-22,2022-11-15 03:32:09.496000,David Valadao,Rudy Salas,30210,27147,GOP,DEM,3063,48509,881,881,    881,0.604994324631101,0.39500567536889897,298,550,0.5315714609660063,0.002436008445253046,0.39500567536889897,{},57357
House-CA-22,2022-11-12 16:40:03.243000,David Valadao,Rudy Salas,29677,26799,GOP,DEM,2878,49390,0,0,      0,0,0,293,550,0.5291354525207532,-0.4708645474792468,,{},56476
House-CA-26,2022-11-13 02:08:06.256000,Julia Brownley,Matt Jacobs,82904,69673,DEM,GOP,13231,103028,586,586,    586,0.629692832764505,0.3703071672354949,748,1253,0.5642107000038824,0.0010966420580449388,0.3703071672354949,{},152577
House-CA-26,2022-11-12 16:40:03.243000,Julia Brownley,Matt Jacobs,82535,69456,DEM,GOP,13079,103614,0,0,      0,0,0,745,1253,0.5631140579458375,-0.43688594205416253,,{},151991
House-CA-27,2022-11-16 02:07:51.751000,Mike Garcia,Christy Smith,85435,72301,GOP,DEM,13134,67601,7463,7463,"  7,463",0.4977890928580999,0.5022109071419001,328,468,0.5971435333796837,0.009438375114736441,0.5460543289963511,{},157736
House-CA-27,2022-11-15 03:32:09.496000,Mike Garcia,Christy Smith,81720,68553,GOP,DEM,13167,75064,0,0,      0,0,0,304,468,0.5877051582649473,0.0,0.5626906650396584,{},150273
House-CA-27,2022-11-15 02:08:13.840000,Mike Garcia,Christy Smith,81720,68553,GOP,DEM,13167,75064,0,0,      0,0,0,328,468,0.5877051582649473,0.0,0.5626906650396584,{},150273
House-CA-27,2022-11-14 23:43:18.154000,Mike Garcia,Christy Smith,81720,68553,GOP,DEM,13167,75064,12728,12728," 12,728",0.4334538026398491,0.5665461973601509,345,468,0.5877051582649473,0.003067605868373624,0.5626906650396584,{},150273
House-CA-27,2022-11-13 02:08:06.256000,Mike Garcia,Christy Smith,76203,61342,GOP,DEM,14861,87792,6940,6940,"  6,940",0.4443804034582133,0.5556195965417867,315,468,0.5846375523965737,0.0021258351310244894,0.5556195965417867,{},137545
House-CA-27,2022-11-12 16:40:03.243000,Mike Garcia,Christy Smith,73119,57486,GOP,DEM,15633,94732,0,0,      0,0,0,300,468,0.5825117172655492,-0.4174882827344508,,{},130605
House-CA-34,2022-11-16 02:07:51.751000,Jimmy Gomez,David Kim,46311,42270,DEM,DEM,4041,37963,3572,3572,"  3,572",0.4876819708846585,0.5123180291153415,122,174,0.5532228749045123,0.00351780688958514,0.5064064887739509,{},88581
House-CA-34,2022-11-15 03:32:09.496000,Jimmy Gomez,David Kim,44569,40440,DEM,DEM,4129,41535,0,0,      0,0,0,113,174,0.5497050680149271,0.0,0.504835589941973,{},85009
House-CA-34,2022-11-15 02:08:13.840000,Jimmy Gomez,David Kim,44569,40440,DEM,DEM,4129,41535,9444,9444,"  9,444",0.47818720880982635,0.5218127911901737,122,174,0.5497050680149271,0.005167121017143783,0.504835589941973,{},85009
House-CA-34,2022-11-13 02:08:06.256000,Jimmy Gomez,David Kim,40053,35512,DEM,DEM,4541,50979,3998,3998,"  3,998",0.5352676338169085,0.46473236618309155,118,174,0.5445379469977834,0.005803567166217438,0.46473236618309155,{},75565
House-CA-34,2022-11-12 16:40:03.243000,Jimmy Gomez,David Kim,37913,33654,DEM,DEM,4259,54977,0,0,      0,0,0,111,174,0.5387343798315659,-0.4612656201684341,,{},71567
House-CA-35,2022-11-13 02:08:06.256000,Norma Torres,Mike Cargile,41881,32558,DEM,GOP,9323,48961,1025,1025,"  1,025",0.7482926829268293,0.25170731707317073,264,437,0.5952084312003432,0.007043745088231801,0.38855964957485184,{},74439
House-CA-35,2022-11-12 23:44:32.284000,Norma Torres,Mike Cargile,41114,32300,DEM,GOP,8814,49986,2856,2856,"  2,856",0.5623249299719888,0.4376750700280112,260,437,0.5881646861121114,0.008133650193713149,0.4376750700280112,{},73414
House-CA-35,2022-11-12 16:40:03.243000,Norma Torres,Mike Cargile,39508,31050,DEM,GOP,8458,52842,0,0,      0,0,0,250,437,0.5800310359183982,-0.4199689640816018,,{},70558
House-CA-41,2022-11-15 02:08:13.840000,Ken Calvert,Will Rollins,91215,85726,GOP,DEM,5489,41045,15039,15039," 15,039",0.5473103264844736,0.4526896735155263,373,459,0.566865635278353,0.030616437646229788,0.44733333333333336,{},176941
House-CA-41,2022-11-14 02:07:36.694000,Ken Calvert,Will Rollins,82984,78918,GOP,DEM,4066,56084,16858,16858," 16,858",0.5580733183058488,0.44192668169415117,341,459,0.5362491976321232,0.021799360775442533,0.4605666666666667,{},161902
House-CA-41,2022-11-13 02:08:06.256000,Ken Calvert,Will Rollins,73576,71468,GOP,DEM,2108,72942,16432,16432," 16,432",0.515518500486855,0.48448149951314506,305,459,0.5144498368566807,0.005509876689294146,0.48448149951314506,{},145044
House-CA-41,2022-11-12 16:40:03.243000,Ken Calvert,Will Rollins,65105,63507,GOP,DEM,1598,89374,0,0,      0,0,0,271,459,0.5089399601673865,-0.4910600398326135,,{},128612
House-CA-45,2022-11-15 03:32:09.496000,Michelle Steel,Jay Chen,96114,82477,GOP,DEM,13637,49581,0,0,      0,0,0,352,450,0.6375224380306972,0.0,0.4767256813208673,{},178591
House-CA-45,2022-11-15 02:08:13.840000,Michelle Steel,Jay Chen,96114,82477,GOP,DEM,13637,49581,9580,9580,"  9,580",0.5975991649269311,0.4024008350730689,336,450,0.6375224380306972,0.038073476721726784,0.4767256813208673,{},178591
House-CA-45,2022-11-14 23:43:18.154000,Michelle Steel,Jay Chen,90389,78622,GOP,DEM,11767,59161,1741,1741,"  1,741",0.36071223434807587,0.6392877656519241,320,450,0.5994489613089704,-0.0011388683189563764,0.5443579027355623,{},169011
House-CA-45,2022-11-13 03:44:20.090000,Michelle Steel,Jay Chen,89761,77509,GOP,DEM,12252,60902,2273,2273,"  2,273",0.44698636163660366,0.5530136383633963,317,450,0.6005878296279268,0.0017116919152240229,0.5255491066348014,{},167270
House-CA-45,2022-11-13 02:08:06.256000,Michelle Steel,Jay Chen,88745,76252,GOP,DEM,12493,63175,6514,6514,"  6,514",0.48403438747313476,0.5159656125268652,313,450,0.5988761377127028,0.007749848054363517,0.5159656125268652,{},164997
House-CA-45,2022-11-12 16:40:03.243000,Michelle Steel,Jay Chen,85592,72891,GOP,DEM,12701,69689,0,0,      0,0,0,300,450,0.5911262896583392,-0.40887371034166076,,{},158483
House-CA-47,2022-11-16 02:07:51.751000,Katie Porter,Scott Baugh,120876,117104,DEM,GOP,3772,44386,12087,12087," 12,087",0.536444113510383,0.46355588648961693,450,534,0.5424908755012842,0.01689457284337681,0.5247333333333334,{},237980
House-CA-47,2022-11-15 03:32:09.496000,Katie Porter,Scott Baugh,114392,111501,DEM,GOP,2891,56473,0,0,      0,0,0,427,534,0.5255963026579074,0.0,0.527740730861563,{},225893
House-CA-47,2022-11-15 02:08:13.840000,Katie Porter,Scott Baugh,114392,111501,DEM,GOP,2891,56473,15856,15856," 15,856",0.4228683148335015,0.5771316851664985,413,534,0.5255963026579074,-0.011297612645774446,0.527740730861563,{},225893
House-CA-47,2022-11-13 03:44:20.090000,Katie Porter,Scott Baugh,107687,102350,DEM,GOP,5337,72329,5085,5085,"  5,085",0.519567354965585,0.48043264503441496,384,534,0.5368939153036818,0.0037087033265200686,0.4723401245048104,{},210037
House-CA-47,2022-11-13 02:08:06.256000,Katie Porter,Scott Baugh,105045,99907,DEM,GOP,5138,77414,9051,9051,"  9,051",0.5322063860346923,0.4677936139653077,374,534,0.5331852119771617,0.006845074349219771,0.4677936139653077,{},204952
House-CA-47,2022-11-12 16:40:03.243000,Katie Porter,Scott Baugh,100228,95673,DEM,GOP,4555,86465,0,0,      0,0,0,358,534,0.526340137627942,-0.47365986237205804,,{},195901
House-CA-49,2022-11-16 02:07:51.751000,Mike Levin,Brian Maryott,137969,125950,DEM,GOP,12019,34248,6623,6623,"  6,623",0.44134078212290506,0.5586592178770949,519,586,0.6754701004438215,0.018928787532466296,0.48936666666666667,{},263919
House-CA-49,2022-11-15 04:01:18.354000,Mike Levin,Brian Maryott,135046,122250,DEM,GOP,12796,40871,0,0,      0,0,0,506,586,0.6565413129113552,0.0,0.4637,{},257296
House-CA-49,2022-11-15 03:32:09.496000,Mike Levin,Brian Maryott,135046,122250,DEM,GOP,12796,40871,0,0,      0,0,0,500,586,0.6565413129113552,0.0,0.4637,{},257296
House-CA-49,2022-11-15 02:08:13.840000,Mike Levin,Brian Maryott,135046,122250,DEM,GOP,12796,40871,13791,13791," 13,791",0.5057646291059387,0.49423537089406133,490,586,0.6565413129113552,0.04094912821266139,0.4637,{},257296
House-CA-49,2022-11-14 02:07:36.694000,Mike Levin,Brian Maryott,128071,115434,DEM,GOP,12637,54662,13923,13923," 13,923",0.5655390361272714,0.4344609638727286,464,586,0.6155921846986938,0.03677028486636891,0.44453333333333334,{},243505
House-CA-49,2022-11-13 03:44:20.090000,Mike Levin,Brian Maryott,120197,109385,DEM,GOP,10812,68585,1601,1601,"  1,601",0.5402873204247345,0.45971267957526546,418,586,0.5788218998323249,0.002716978622966937,0.4531544636603631,{},229582
House-CA-49,2022-11-13 02:08:06.256000,Mike Levin,Brian Maryott,119332,108649,DEM,GOP,10683,70186,16960,16960," 16,960",0.5474646226415094,0.4525353773584906,415,586,0.576104921209358,0.02404860192906977,0.4525353773584906,{},227981
House-CA-49,2022-11-12 16:40:03.243000,Mike Levin,Brian Maryott,110047,100974,DEM,GOP,9073,87146,0,0,      0,0,0,384,586,0.5520563192802882,-0.4479436807197118,,{},211021
House-CO-3,2022-11-15 18:48:14.952000,Lauren Boebert,Adam Frisch,162040,160918,GOP,DEM,1122,4542,0,0,      0,0,0,484,491,0.6235138705416117,0.0,,{},322958
House-CO-3,2022-11-15 17:23:17.072000,Lauren Boebert,Adam Frisch,162040,160918,GOP,DEM,1122,4542,0,0,      0,0,0,485,491,0.6235138705416117,0.0,,{},322958
House-CO-3,2022-11-14 20:24:08.913000,Lauren Boebert,Adam Frisch,162040,160918,GOP,DEM,1122,4542,0,0,      0,0,0,486,491,0.6235138705416117,0.0,,{},322958
House-CO-3,2022-11-13 23:43:56.431000,Lauren Boebert,Adam Frisch,162040,160918,GOP,DEM,1122,4542,0,0,      0,0,0,485,491,0.6235138705416117,0.0,,{},322958
House-CO-3,2022-11-12 16:40:03.243000,Lauren Boebert,Adam Frisch,162040,160918,GOP,DEM,1122,4542,0,0,      0,0,0,486,491,0.6235138705416117,-0.37648612945838833,,{},322958
House-CO-8,2022-11-14 20:24:08.913000,Yadira Caraveo,Barbara Kirkmeyer,112258,110567,DEM,GOP,1691,1367,0,0,      0,0,0,385,389,1.1185076810534016,0.0,,{},231920
House-CO-8,2022-11-14 18:51:39.854000,Yadira Caraveo,Barbara Kirkmeyer,112258,110567,DEM,GOP,1691,1367,0,0,      0,0,0,384,389,1.1185076810534016,0.0,,{},231920
House-CO-8,2022-11-12 16:40:03.243000,Yadira Caraveo,Barbara Kirkmeyer,112258,110567,DEM,GOP,1691,1367,0,0,      0,0,0,381,389,1.1185076810534016,0.11850768105340159,,{},231920
House-ME-2,2022-11-15 15:23:59.376000,Jared Golden,Bruce Poliquin,151504,141006,DEM,GOP,10498,4109,1,1,      1,1.0,0.0,420,421,1.7774397663665125,0.000432467096439515,0.6342857142857142,{},314065
House-ME-2,2022-11-15 14:18:52.264000,Jared Golden,Bruce Poliquin,151503,141006,DEM,GOP,10497,4110,13,12,     12,0.8333333333333334,0.16666666666666666,420,421,1.777007299270073,0.004996627429180389,0.6379310344827587,{},314064
House-ME-2,2022-11-14 15:27:45.102000,Jared Golden,Bruce Poliquin,151493,141004,DEM,GOP,10489,4123,181,162,    162,0.3271604938271605,0.6728395061728395,420,421,1.7720106718408926,0.04698743764014912,0.6728395061728395,{},314051
House-ME-2,2022-11-12 16:40:03.243000,Jared Golden,Bruce Poliquin,151440,140895,DEM,GOP,10545,4304,0,0,      0,0,0,419,421,1.7250232342007434,0.7250232342007434,,{},313870
House-NY-22,2022-11-14 18:31:39.330000,Brandon Williams,Francis Conole,133032,129012,GOP,DEM,4020,7649,445,445,    445,0.6067415730337078,0.39325842696629215,659,678,0.7627794482938947,0.020315895044574206,0.39325842696629215,{},262044
House-NY-22,2022-11-12 16:40:03.243000,Brandon Williams,Francis Conole,132762,128837,GOP,DEM,3925,8094,0,0,      0,0,0,658,678,0.7424635532493205,-0.25753644675067955,,{},261599
House-OR-5,2022-11-13 20:24:01.786000,Lori Chavez-DeRemer,Jamie McLeod-Skinner,161780,154581,GOP,DEM,7199,19476,0,0,      0,0,0,223,237,0.6848172109262682,0.0,0.4911633158191845,{},316361
House-OR-5,2022-11-13 19:40:20.454000,Lori Chavez-DeRemer,Jamie McLeod-Skinner,161780,154581,GOP,DEM,7199,19476,0,0,      0,0,0,222,237,0.6848172109262682,0.0,0.4911633158191845,{},316361
House-OR-5,2022-11-13 06:28:34.484000,Lori Chavez-DeRemer,Jamie McLeod-Skinner,161780,154581,GOP,DEM,7199,19476,23029,23029," 23,029",0.5088366841808155,0.4911633158191845,221,237,0.6848172109262682,0.1049207281595349,0.4911633158191845,{},316361
House-OR-5,2022-11-12 19:39:39.887000,Lori Chavez-DeRemer,Jamie McLeod-Skinner,150062,143270,GOP,DEM,6792,42505,0,0,      0,0,0,205,237,0.5798964827667333,0.0,,{},293332
House-OR-5,2022-11-12 19:19:39.280000,Lori Chavez-DeRemer,Jamie McLeod-Skinner,150062,143270,GOP,DEM,6792,42505,0,0,      0,0,0,204,237,0.5798964827667333,0.0,,{},293332
House-OR-5,2022-11-12 18:28:23.552000,Lori Chavez-DeRemer,Jamie McLeod-Skinner,150062,143270,GOP,DEM,6792,42505,0,0,      0,0,0,201,237,0.5798964827667333,0.0,,{},293332
House-OR-5,2022-11-12 16:40:03.243000,Lori Chavez-DeRemer,Jamie McLeod-Skinner,150062,143270,GOP,DEM,6792,42505,0,0,      0,0,0,200,237,0.5798964827667333,-0.42010351723326667,,{},293332
House-OR-6,2022-11-15 03:32:09.496000,Andrea Salinas,Mike Erickson,130906,124610,DEM,GOP,6296,20859,0,0,      0,0,0,164,177,0.6509180689390671,0.0,0.4515206654536002,{},261470
House-OR-6,2022-11-15 02:08:13.840000,Andrea Salinas,Mike Erickson,130906,124610,DEM,GOP,6296,20859,20835,20382," 20,382",0.5465116279069768,0.45348837209302323,165,177,0.6509180689390671,0.09815268303222202,0.4515206654536002,{},261470
House-OR-6,2022-11-13 20:24:01.786000,Andrea Salinas,Mike Erickson,119767,115367,DEM,GOP,4400,41694,0,0,      0,0,0,151,177,0.5527653859068451,0.0,0.43666666666666665,{},240635
House-OR-6,2022-11-13 19:40:20.454000,Andrea Salinas,Mike Erickson,119767,115367,DEM,GOP,4400,41694,0,0,      0,0,0,145,177,0.5527653859068451,0.0,0.43666666666666665,{},240635
House-OR-6,2022-11-13 06:28:34.484000,Andrea Salinas,Mike Erickson,119767,115367,DEM,GOP,4400,41694,2741,2700,"  2,700",0.5633333333333334,0.43666666666666665,143,177,0.5527653859068451,0.00710318268866128,0.43666666666666665,{},240635
House-OR-6,2022-11-12 22:24:16.722000,Andrea Salinas,Mike Erickson,118246,114188,DEM,GOP,4058,44435,0,0,      0,0,0,141,177,0.5456622032181838,0.0,,{},237894
House-OR-6,2022-11-12 19:39:39.887000,Andrea Salinas,Mike Erickson,118246,114188,DEM,GOP,4058,44435,0,0,      0,0,0,140,177,0.5456622032181838,0.0,,{},237894
House-OR-6,2022-11-12 19:19:39.280000,Andrea Salinas,Mike Erickson,118246,114188,DEM,GOP,4058,44435,0,0,      0,0,0,139,177,0.5456622032181838,0.0,,{},237894
House-OR-6,2022-11-12 16:40:03.243000,Andrea Salinas,Mike Erickson,118246,114188,DEM,GOP,4058,44435,0,0,      0,0,0,140,177,0.5456622032181838,-0.4543377967818162,,{},237894
House-WA-3,2022-11-12 16:40:03.243000,Marie Gluesenkamp P̩rez,Joe Kent,146372,141413,DEM,GOP,4959,31885,0,0,      0,0,0,440,628,0.577763838795672,-0.42223616120432805,,{},287785
